ID,Parent,Type,Epic,Feature,Title,Description,Priority,Milestone,Dependencies,StoryPoints,EstimateHours,Owner,Risk,Status,DocumentRefs,AcceptanceCriteria
F-0040,E-0014,Feature,Phase 1 Launch,Content and SEO readiness,Content and SEO readiness,Provide the Content and SEO readiness capability within Phase 1 Launch.,P0,M4,E-0014,13,64,Launch,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0079,F-0040,Story,Phase 1 Launch,Content and SEO readiness,Complete content inventory and migration,"Every launch URL has approved content, media and owner.",P0,M4,F-0040,5,24,Launch,Medium,Planned,See RTM/Owner Document,"Every launch URL has approved content, media and owner."
T-0157,S-0079,Task,Phase 1 Launch,Content and SEO readiness,"Implement service, data and security controls for: Complete content inventory and migration",Create the server-side/domain foundation required by story S-0079.,P0,M4,S-0079,2,8,Launch,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0158,S-0079,Task,Phase 1 Launch,Content and SEO readiness,Integrate end-to-end workflow for: Complete content inventory and migration,Complete the integrated workflow and user/operator experience for story S-0079.,P0,M4,T-0157,2,8,Launch,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0079,T-0158,Subtask,Phase 1 Launch,Content and SEO readiness,"Add automated tests, observability and runbook for: Complete content inventory and migration",Provide verification and operational evidence for story S-0079.,P0,M4,T-0158,1,8,Launch,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0080,F-0040,Story,Phase 1 Launch,Content and SEO readiness,"Complete redirects, sitemap and structured data",Technical SEO launch artifacts validate cleanly.,P0,M4,ST-0079,8,40,Launch,Medium,Planned,See RTM/Owner Document,Technical SEO launch artifacts validate cleanly.
T-0159,S-0080,Task,Phase 1 Launch,Content and SEO readiness,"Implement service, data and security controls for: Complete redirects, sitemap and structured data",Create the server-side/domain foundation required by story S-0080.,P0,M4,S-0080,3,16,Launch,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0160,S-0080,Task,Phase 1 Launch,Content and SEO readiness,"Integrate end-to-end workflow for: Complete redirects, sitemap and structured data",Complete the integrated workflow and user/operator experience for story S-0080.,P0,M4,T-0159,3,16,Launch,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0080,T-0160,Subtask,Phase 1 Launch,Content and SEO readiness,"Add automated tests, observability and runbook for: Complete redirects, sitemap and structured data",Provide verification and operational evidence for story S-0080.,P0,M4,T-0160,2,8,Launch,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
F-0041,E-0014,Feature,Phase 1 Launch,Quality and UAT,Quality and UAT,Provide the Quality and UAT capability within Phase 1 Launch.,P0,M4,ST-0080,21,104,Launch,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0081,F-0041,Story,Phase 1 Launch,Quality and UAT,Execute end-to-end UAT,All Must journeys pass across supported devices and roles.,P0,M4,F-0041,8,40,Launch,Medium,Planned,See RTM/Owner Document,All Must journeys pass across supported devices and roles.
T-0161,S-0081,Task,Phase 1 Launch,Quality and UAT,"Implement service, data and security controls for: Execute end-to-end UAT",Create the server-side/domain foundation required by story S-0081.,P0,M4,S-0081,3,16,Launch,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0162,S-0081,Task,Phase 1 Launch,Quality and UAT,Integrate end-to-end workflow for: Execute end-to-end UAT,Complete the integrated workflow and user/operator experience for story S-0081.,P0,M4,T-0161,3,16,Launch,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0081,T-0162,Subtask,Phase 1 Launch,Quality and UAT,"Add automated tests, observability and runbook for: Execute end-to-end UAT",Provide verification and operational evidence for story S-0081.,P0,M4,T-0162,2,8,Launch,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0082,F-0041,Story,Phase 1 Launch,Quality and UAT,"Execute security, accessibility and performance release gates",No blocking finding remains unowned.,P0,M4,ST-0081,13,64,Launch,High,Planned,See RTM/Owner Document,No blocking finding remains unowned.
T-0163,S-0082,Task,Phase 1 Launch,Quality and UAT,"Implement service, data and security controls for: Execute security, accessibility and performance release gates",Create the server-side/domain foundation required by story S-0082.,P0,M4,S-0082,5,24,Launch,High,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0164,S-0082,Task,Phase 1 Launch,Quality and UAT,"Integrate end-to-end workflow for: Execute security, accessibility and performance release gates",Complete the integrated workflow and user/operator experience for story S-0082.,P0,M4,T-0163,5,24,Launch,High,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0082,T-0164,Subtask,Phase 1 Launch,Quality and UAT,"Add automated tests, observability and runbook for: Execute security, accessibility and performance release gates",Provide verification and operational evidence for story S-0082.,P0,M4,T-0164,3,16,Launch,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
F-0042,E-0014,Feature,Phase 1 Launch,Release and stabilization,Release and stabilization,Provide the Release and stabilization capability within Phase 1 Launch.,P0,M4,ST-0082,16,80,Launch,High,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0083,F-0042,Story,Phase 1 Launch,Release and stabilization,Execute production launch and rollback rehearsal,"Deployment, DNS, monitoring and rollback are verified.",P0,M4,F-0042,8,40,Launch,Medium,Planned,See RTM/Owner Document,"Deployment, DNS, monitoring and rollback are verified."
T-0165,S-0083,Task,Phase 1 Launch,Release and stabilization,"Implement service, data and security controls for: Execute production launch and rollback rehearsal",Create the server-side/domain foundation required by story S-0083.,P0,M4,S-0083,3,16,Launch,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0166,S-0083,Task,Phase 1 Launch,Release and stabilization,Integrate end-to-end workflow for: Execute production launch and rollback rehearsal,Complete the integrated workflow and user/operator experience for story S-0083.,P0,M4,T-0165,3,16,Launch,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0083,T-0166,Subtask,Phase 1 Launch,Release and stabilization,"Add automated tests, observability and runbook for: Execute production launch and rollback rehearsal",Provide verification and operational evidence for story S-0083.,P0,M4,T-0166,2,8,Launch,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
S-0084,F-0042,Story,Phase 1 Launch,Release and stabilization,Operate launch support window,"Incidents, feedback and metrics drive controlled fixes.",P0,M4,ST-0083,8,40,Launch,Medium,Planned,See RTM/Owner Document,"Incidents, feedback and metrics drive controlled fixes."
T-0167,S-0084,Task,Phase 1 Launch,Release and stabilization,"Implement service, data and security controls for: Operate launch support window",Create the server-side/domain foundation required by story S-0084.,P0,M4,S-0084,3,16,Launch,Medium,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0168,S-0084,Task,Phase 1 Launch,Release and stabilization,Integrate end-to-end workflow for: Operate launch support window,Complete the integrated workflow and user/operator experience for story S-0084.,P0,M4,T-0167,3,16,Launch,Medium,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
ST-0084,T-0168,Subtask,Phase 1 Launch,Release and stabilization,"Add automated tests, observability and runbook for: Operate launch support window",Provide verification and operational evidence for story S-0084.,P0,M4,T-0168,2,8,Launch,Medium,Planned,Testing Strategy; Observability; RTM,Required test suites pass; telemetry is queryable; documentation and RTM are updated.
E-0015,,Epic,STL Quote Automation — Phase 2,,STL Quote Automation — Phase 2,Deliver the STL Quote Automation — Phase 2 outcome and satisfy its quality gates.,P2,M5,E-0014,63,312,STL F2,Medium,Planned,README.md,All child features accepted; blocking risks closed; RTM and release evidence updated.
F-0043,E-0015,Feature,STL Quote Automation — Phase 2,Geometry analysis,Geometry analysis,Provide the Geometry analysis capability within STL Quote Automation — Phase 2.,P2,M5,E-0015,21,104,STL F2,Medium,Planned,See Owner Document Registry,Both child stories meet acceptance criteria and integration risks are resolved.
S-0085,F-0043,Story,STL Quote Automation — Phase 2,Geometry analysis,Build sandboxed STL analysis pipeline,Geometry metrics and warnings are reproducible and resource-limited.,P2,M5,F-0043,13,64,STL F2,High,Planned,See RTM/Owner Document,Geometry metrics and warnings are reproducible and resource-limited.
T-0169,S-0085,Task,STL Quote Automation — Phase 2,Geometry analysis,Implement secure orchestration/backend for: Build sandboxed STL analysis pipeline,Create the server-side/domain foundation required by story S-0085.,P2,M5,S-0085,5,24,STL F2,High,Planned,See story and RTM,Code/design reviewed; contracts validated; error and authorization paths covered.
T-0170,S-0085,Task,STL Quote Automation — Phase 2,Geometry analysis,Implement operator/customer workflow for: Build sandboxed STL analysis pipeline,Complete the integrated workflow and user/operator experience for story S-0085.,P2,M5,T-0169,5,24,STL F2,High,Planned,See story and component/API specs,Happy path and documented recovery paths work in the target environment.
